;ds;y;trend;yhat_lower;yhat_upper;trend_lower;trend_upper;Christi Himmelfahrt;Christi Himmelfahrt_lower;Christi Himmelfahrt_upper;Erster Mai;Erster Mai_lower;Erster Mai_upper;Erster Weihnachtstag;Erster Weihnachtstag_lower;Erster Weihnachtstag_upper;Karfreitag;Karfreitag_lower;Karfreitag_upper;Neujahr;Neujahr_lower;Neujahr_upper;Ostermontag;Ostermontag_lower;Ostermontag_upper;Pfingstmontag;Pfingstmontag_lower;Pfingstmontag_upper;Reformationstag;Reformationstag_lower;Reformationstag_upper;Tag der Deutschen Einheit;Tag der Deutschen Einheit_lower;Tag der Deutschen Einheit_upper;Zweiter Weihnachtstag;Zweiter Weihnachtstag_lower;Zweiter Weihnachtstag_upper;additive_terms;additive_terms_lower;additive_terms_upper;holidays;holidays_lower;holidays_upper;weekly;weekly_lower;weekly_upper;yearly;yearly_lower;yearly_upper;multiplicative_terms;multiplicative_terms_lower;multiplicative_terms_upper;yhat;residuals
624;2013-08-17;-7447511.0;-4151814.4124439843;-100620726.28089269;86870479.46413311;-4151814.4124439843;-4151814.4124439843;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;318349.37458146666;318349.37458146666;318349.37458146666;0.0;0.0;0.0;-6154247.233058172;-6154247.233058172;-6154247.233058172;6472596.607639639;6472596.607639639;6472596.607639639;0.0;0.0;0.0;-3833465.037862518;3614045.962137482
625;2013-08-18;-66676775.0;-4164217.113009798;-111457740.26669832;76391239.63599327;-4164217.113009798;-4164217.113009798;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-12532048.27055613;-12532048.27055613;-12532048.27055613;0.0;0.0;0.0;-19030283.04563995;-19030283.04563995;-19030283.04563995;6498234.775083819;6498234.775083819;6498234.775083819;0.0;0.0;0.0;-16696265.383565927;49980509.616434075
626;2013-08-19;-75229889.0;-4176619.813575612;-77212137.00761633;101879600.690302;-4176619.813575612;-4176619.813575612;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;16898511.7769455;16898511.7769455;16898511.7769455;0.0;0.0;0.0;10471503.781299852;10471503.781299852;10471503.781299852;6427007.995645652;6427007.995645652;6427007.995645652;0.0;0.0;0.0;12721891.96336989;87951780.96336989
627;2013-08-26;20865758.0;-4263438.717536305;-81169354.65723819;108218522.68664984;-4263438.717536305;-4263438.717536305;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14421059.038218793;14421059.038218793;14421059.038218793;0.0;0.0;0.0;10471503.781316223;10471503.781316223;10471503.781316223;3949555.256902568;3949555.256902568;3949555.256902568;0.0;0.0;0.0;10157620.320682488;-10708137.679317512
628;2013-08-27;-16019229.0;-4275841.418102118;-96334701.22719948;95235330.9381657;-4275841.418102118;-4275841.418102118;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;8643266.635128254;8643266.635128254;8643266.635128254;0.0;0.0;0.0;5176495.516151076;5176495.516151076;5176495.516151076;3466771.118977178;3466771.118977178;3466771.118977178;0.0;0.0;0.0;4367425.217026136;20386654.217026137
629;2013-08-28;-24086809.0;-4288244.118667932;-94727306.80447517;99463086.74092795;-4288244.118667932;-4288244.118667932;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4499283.722239754;4499283.722239754;4499283.722239754;0.0;0.0;0.0;1503571.4166706898;1503571.4166706898;1503571.4166706898;2995712.3055690643;2995712.3055690643;2995712.3055690643;0.0;0.0;0.0;211039.60357182194;24297848.60357182
630;2013-08-29;-1021303.0;-4300646.819233746;-91227320.56945944;99249060.54306233;-4300646.819233746;-4300646.819233746;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5268462.525705733;5268462.525705733;5268462.525705733;0.0;0.0;0.0;2718160.6573165446;2718160.6573165446;2718160.6573165446;2550301.868389188;2550301.868389188;2550301.868389188;0.0;0.0;0.0;967815.7064719871;1989118.706471987
631;2013-08-30;34271873.0;-4313049.519799558;-91624320.6512507;104707903.17251274;-4313049.519799558;-4313049.519799558;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7457951.280070152;7457951.280070152;7457951.280070152;0.0;0.0;0.0;5314798.907246563;5314798.907246563;5314798.907246563;2143152.372823588;2143152.372823588;2143152.372823588;0.0;0.0;0.0;3144901.7602705937;-31126971.239729404
632;2013-08-31;-36277241.0;-4325452.2203653725;-101955818.75888968;91351866.03140016;-4325452.2203653725;-4325452.2203653725;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4369091.671686277;-4369091.671686277;-4369091.671686277;0.0;0.0;0.0;-6154247.233126414;-6154247.233126414;-6154247.233126414;1785155.5614401377;1785155.5614401377;1785155.5614401377;0.0;0.0;0.0;-8694543.892051648;27582697.10794835
633;2013-09-01;13423460.0;-4337854.920931185;-118452410.28058793;75995729.09108612;-4337854.920931185;-4337854.920931185;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-17545158.99155296;-17545158.99155296;-17545158.99155296;0.0;0.0;0.0;-19030283.0456281;-19030283.0456281;-19030283.0456281;1485124.0540751421;1485124.0540751421;1485124.0540751421;0.0;0.0;0.0;-21883013.912484147;-35306473.91248415
634;2013-09-02;11561952.0;-4350257.621496999;-91220673.44300541;103605212.65891586;-4350257.621496999;-4350257.621496999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11721000.240944346;11721000.240944346;11721000.240944346;0.0;0.0;0.0;10471503.781292157;10471503.781292157;10471503.781292157;1249496.4596521899;1249496.4596521899;1249496.4596521899;0.0;0.0;0.0;7370742.619447348;-4191209.3805526523
635;2013-09-03;23162581.0;-4362660.322062811;-93808469.35646223;96879286.07279108;-4362660.322062811;-4362660.322062811;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6258610.919825483;6258610.919825483;6258610.919825483;0.0;0.0;0.0;5176495.516128853;5176495.516128853;5176495.516128853;1082115.4036966302;1082115.4036966302;1082115.4036966302;0.0;0.0;0.0;1895950.5977626722;-21266630.402237326
636;2013-09-04;-14416050.0;-4375063.022628625;-96022061.89297281;102150968.08208026;-4375063.022628625;-4375063.022628625;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2487657.224964585;2487657.224964585;2487657.224964585;0.0;0.0;0.0;1503571.416691488;1503571.416691488;1503571.416691488;984085.8082730974;984085.8082730974;984085.8082730974;0.0;0.0;0.0;-1887405.7976640398;12528644.202335961
637;2013-09-05;-69885338.0;-4387465.723194439;-99995264.16719803;96640303.27348578;-4387465.723194439;-4387465.723194439;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3671879.0195728093;3671879.0195728093;3671879.0195728093;0.0;0.0;0.0;2718160.657371146;2718160.657371146;2718160.657371146;953718.3622016635;953718.3622016635;953718.3622016635;0.0;0.0;0.0;-715586.7036216296;69169751.29637837
638;2013-09-06;-26335211.0;-4399868.423760251;-84870860.10469255;103098060.67862146;-4399868.423760251;-4399868.423760251;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6301359.467847324;6301359.467847324;6301359.467847324;0.0;0.0;0.0;5314798.907268329;5314798.907268329;5314798.907268329;986560.5605789948;986560.5605789948;986560.5605789948;0.0;0.0;0.0;1901491.0440870728;28236702.044087075
639;2013-09-07;25230430.0;-4412271.124326065;-105814978.08264652;87698429.56776673;-4412271.124326065;-4412271.124326065;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-5078732.182984964;-5078732.182984964;-5078732.182984964;0.0;0.0;0.0;-6154247.233070017;-6154247.233070017;-6154247.233070017;1075515.050085052;1075515.050085052;1075515.050085052;0.0;0.0;0.0;-9491003.307311028;-34721433.30731103
640;2013-09-08;26205166.0;-4424673.824891879;-115937320.69577418;73327185.16731486;-4424673.824891879;-4424673.824891879;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-17819240.675872583;-17819240.675872583;-17819240.675872583;0.0;0.0;0.0;-19030283.045670796;-19030283.045670796;-19030283.045670796;1211042.3697982128;1211042.3697982128;1211042.3697982128;0.0;0.0;0.0;-22243914.500764463;-48449080.50076446
641;2013-09-09;-27796823.0;-4437076.525457693;-81019502.19148628;103255551.82761988;-4437076.525457693;-4437076.525457693;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;11852946.387082063;11852946.387082063;11852946.387082063;0.0;0.0;0.0;10471503.781304406;10471503.781304406;10471503.781304406;1381442.6057776576;1381442.6057776576;1381442.6057776576;0.0;0.0;0.0;7415869.861624369;35212692.86162437
642;2013-09-10;25591912.0;-4449479.226023505;-92887307.27831721;100048484.66245125;-4449479.226023505;-4449479.226023505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6749703.575170791;6749703.575170791;6749703.575170791;0.0;0.0;0.0;5176495.51612682;5176495.51612682;5176495.51612682;1573208.0590439707;1573208.0590439707;1573208.0590439707;0.0;0.0;0.0;2300224.3491472853;-23291687.650852714
643;2013-09-11;69788654.0;-4461881.9265893195;-94515545.26209411;98232487.53910899;-4461881.9265893195;-4461881.9265893195;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3275008.250711402;3275008.250711402;3275008.250711402;0.0;0.0;0.0;1503571.4166477688;1503571.4166477688;1503571.4166477688;1771436.8340636333;1771436.8340636333;1771436.8340636333;0.0;0.0;0.0;-1186873.6758779176;-70975527.67587791
644;2013-09-12;40147222.0;-4474284.6271551335;-95847181.39365314;99975542.42908813;-4474284.6271551335;-4474284.6271551335;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;4678456.012341052;4678456.012341052;4678456.012341052;0.0;0.0;0.0;2718160.657327768;2718160.657327768;2718160.657327768;1960295.3550132844;1960295.3550132844;1960295.3550132844;0.0;0.0;0.0;204171.38518591877;-39943050.61481408
645;2013-09-13;15398921.0;-4486687.327720946;-96342465.40993963;100699575.82921171;-4486687.327720946;-4486687.327720946;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7438315.175139846;7438315.175139846;7438315.175139846;0.0;0.0;0.0;5314798.907234739;5314798.907234739;5314798.907234739;2123516.267905108;2123516.267905108;2123516.267905108;0.0;0.0;0.0;2951627.8474189006;-12447293.1525811
646;2013-09-14;25628895.0;-4499090.02828676;-103970185.45145504;85085018.8992941;-4499090.02828676;-4499090.02828676;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3909330.1971766725;-3909330.1971766725;-3909330.1971766725;0.0;0.0;0.0;-6154247.233104137;-6154247.233104137;-6154247.233104137;2244917.0359274647;2244917.0359274647;2244917.0359274647;0.0;0.0;0.0;-8408420.225463431;-34037315.225463435
647;2013-09-15;41553436.0;-4511492.728852572;-118891512.94100085;71289977.17530024;-4511492.728852572;-4511492.728852572;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-16721359.226887457;-16721359.226887457;-16721359.226887457;0.0;0.0;0.0;-19030283.04565211;-19030283.04565211;-19030283.04565211;2308923.818764653;2308923.818764653;2308923.818764653;0.0;0.0;0.0;-21232851.955740027;-62786287.95574003
648;2013-09-16;-91336110.0;-4523895.429418386;-86498336.27727273;98594258.31198145;-4523895.429418386;-4523895.429418386;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12772588.748668004;12772588.748668004;12772588.748668004;0.0;0.0;0.0;10471503.781316655;10471503.781316655;10471503.781316655;2301084.9673513486;2301084.9673513486;2301084.9673513486;0.0;0.0;0.0;8248693.319249618;99584803.31924962
649;2013-09-17;-30709670.0;-4536298.1299842;-85318336.819564;103550305.54839559;-4536298.1299842;-4536298.1299842;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7385054.188683636;7385054.188683636;7385054.188683636;0.0;0.0;0.0;5176495.516104594;5176495.516104594;5176495.516104594;2208558.672579042;2208558.672579042;2208558.672579042;0.0;0.0;0.0;2848756.0586994356;33558426.05869944
650;2013-09-18;-96626842.0;-4548700.830550014;-100734085.15401979;93532392.18818086;-4548700.830550014;-4548700.830550014;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3524131.3923574896;3524131.3923574896;3524131.3923574896;0.0;0.0;0.0;1503571.4166912432;1503571.4166912432;1503571.4166912432;2020559.975666246;2020559.975666246;2020559.975666246;0.0;0.0;0.0;-1024569.4381925245;95602272.56180747
651;2013-09-25;-67855834.0;-4635519.734510707;-110283472.01106112;88163049.00903524;-4635519.734510707;-4635519.734510707;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-791382.08949019;-791382.08949019;-791382.08949019;0.0;0.0;0.0;1503571.4167120422;1503571.4167120422;1503571.4167120422;-2294953.506202232;-2294953.506202232;-2294953.506202232;0.0;0.0;0.0;-5426901.824000897;62428932.175999105
652;2013-09-26;-59932005.0;-4647922.435076521;-96258364.08031955;96854008.75488739;-4647922.435076521;-4647922.435076521;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-575106.986841583;-575106.986841583;-575106.986841583;0.0;0.0;0.0;2718160.657361093;2718160.657361093;2718160.657361093;-3293267.644202676;-3293267.644202676;-3293267.644202676;0.0;0.0;0.0;-5223029.4219181035;54708975.5780819
653;2013-09-27;4229337.0;-4660325.135642334;-89581457.20439291;97274113.65493838;-4660325.135642334;-4660325.135642334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;962442.6426770841;962442.6426770841;962442.6426770841;0.0;0.0;0.0;5314798.907242167;5314798.907242167;5314798.907242167;-4352356.264565083;-4352356.264565083;-4352356.264565083;0.0;0.0;0.0;-3697882.49296525;-7927219.492965249
654;2013-09-28;109908495.0;-4666904.939375547;-109464492.05113672;80702967.55143297;-4666904.939375547;-4666904.939375547;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-11608331.683625836;-11608331.683625836;-11608331.683625836;0.0;0.0;0.0;-6154247.233118147;-6154247.233118147;-6154247.233118147;-5454084.450507687;-5454084.450507687;-5454084.450507687;0.0;0.0;0.0;-16275236.623001382;-126183731.62300138
655;2013-09-29;6809550.0;-4673484.743108759;-127450331.35063805;66643859.48776286;-4673484.743108759;-4673484.743108759;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-25608766.154860005;-25608766.154860005;-25608766.154860005;0.0;0.0;0.0;-19030283.045664575;-19030283.045664575;-19030283.045664575;-6578483.109195429;-6578483.109195429;-6578483.109195429;0.0;0.0;0.0;-30282250.89796876;-37091800.89796876
656;2013-09-30;-1443079.0;-4680064.546841972;-102802557.09504165;89155449.43368526;-4680064.546841972;-4680064.546841972;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2767262.2525977306;2767262.2525977306;2767262.2525977306;0.0;0.0;0.0;10471503.781304834;10471503.781304834;10471503.781304834;-7704241.528707106;-7704241.528707106;-7704241.528707106;0.0;0.0;0.0;-1912802.294244241;-469723.29424424097
657;2013-10-01;50343178.0;-4686644.3505751835;-108248766.62440795;92036258.90613165;-4686644.3505751835;-4686644.3505751835;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3632746.884031956;-3632746.884031956;-3632746.884031956;0.0;0.0;0.0;5176495.516118785;5176495.516118785;5176495.516118785;-8809242.40015074;-8809242.40015074;-8809242.40015074;0.0;0.0;0.0;-8319391.23460714;-58662569.23460714
658;2013-10-02;3932297.0;-4693224.154308396;-113552821.82514401;77079102.89637122;-4693224.154308396;-4693224.154308396;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-8367552.878636356;-8367552.878636356;-8367552.878636356;0.0;0.0;0.0;1503571.4167005806;1503571.4167005806;1503571.4167005806;-9871124.295336938;-9871124.295336938;-9871124.295336938;0.0;0.0;0.0;-13060777.032944754;-16993074.032944754
659;2013-10-03;74362746.0;-4699803.958041609;-99201330.05837694;102002517.97533159;-4699803.958041609;-4699803.958041609;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13264116.249588965;13264116.249588965;13264116.249588965;0.0;0.0;0.0;5114421.158340495;5114421.158340495;5114421.158340495;13264116.249588965;13264116.249588965;13264116.249588965;2718160.6573777557;2718160.6573777557;2718160.6573777557;-10867855.748626225;-10867855.748626225;-10867855.748626225;0.0;0.0;0.0;414617.2002988858;-73948128.79970111
660;2013-10-04;-77473728.0;-4706383.761774821;-107862961.47852412;90249641.2970113;-4706383.761774821;-4706383.761774821;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-6463505.806030596;-6463505.806030596;-6463505.806030596;0.0;0.0;0.0;5314798.907280781;5314798.907280781;5314798.907280781;-11778304.713311376;-11778304.713311376;-11778304.713311376;0.0;0.0;0.0;-11169889.567805417;66303838.43219458
661;2013-10-05;-64043708.0;-4712963.565508034;-117865933.81901939;69854623.93830924;-4712963.565508034;-4712963.565508034;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-18737034.49319439;-18737034.49319439;-18737034.49319439;0.0;0.0;0.0;-6154247.233052578;-6154247.233052578;-6154247.233052578;-12582787.260141809;-12582787.260141809;-12582787.260141809;0.0;0.0;0.0;-23449998.058702424;40593709.941297576
662;2013-10-06;-95291393.0;-4719543.369241246;-142291850.9034882;58570978.70990333;-4719543.369241246;-4719543.369241246;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-32293863.00187564;-32293863.00187564;-32293863.00187564;0.0;0.0;0.0;-19030283.045645893;-19030283.045645893;-19030283.045645893;-13263579.956229746;-13263579.956229746;-13263579.956229746;0.0;0.0;0.0;-37013406.371116884;58277986.628883116
663;2013-10-07;-22216590.0;-4726123.172974459;-108031477.8205298;82629721.92598616;-4726123.172974459;-4726123.172974459;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-3333877.608622424;-3333877.608622424;-3333877.608622424;0.0;0.0;0.0;10471503.781321213;10471503.781321213;10471503.781321213;-13805381.389943635;-13805381.389943635;-13805381.389943635;0.0;0.0;0.0;-8060000.781596882;14156589.218403118
664;2013-10-08;-4715306.0;-4732702.976707673;-105634723.4658022;83959271.40110523;-4732702.976707673;-4732702.976707673;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-9019214.245838754;-9019214.245838754;-9019214.245838754;0.0;0.0;0.0;5176495.516116751;5176495.516116751;5176495.516116751;-14195709.761955505;-14195709.761955505;-14195709.761955505;0.0;0.0;0.0;-13751917.222546427;-9036611.222546427
665;2013-10-09;-82545148.0;-4739282.780440885;-115176222.05649151;77315072.17380291;-4739282.780440885;-4739282.780440885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-12921653.884704286;-12921653.884704286;-12921653.884704286;0.0;0.0;0.0;1503571.4167004584;1503571.4167004584;1503571.4167004584;-14425225.301404744;-14425225.301404744;-14425225.301404744;0.0;0.0;0.0;-17660936.66514517;64884211.33485483
666;2013-10-10;-95213783.0;-4745862.584174097;-114111492.79751557;76796319.19168815;-4745862.584174097;-4745862.584174097;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-11769807.777781282;-11769807.777781282;-11769807.777781282;0.0;0.0;0.0;2718160.6573343775;2718160.6573343775;2718160.6573343775;-14487968.43511566;-14487968.43511566;-14487968.43511566;0.0;0.0;0.0;-16515670.361955378;78698112.63804463
667;2013-10-11;-4369747.0;-4752442.3879073085;-114481440.59161963;85561316.15274514;-4752442.3879073085;-4752442.3879073085;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-9066708.165846722;-9066708.165846722;-9066708.165846722;0.0;0.0;0.0;5314798.907230342;5314798.907230342;5314798.907230342;-14381507.073077066;-14381507.073077066;-14381507.073077066;0.0;0.0;0.0;-13819150.553754032;-9449403.553754032
668;2013-10-12;-13649905.0;-4759022.191640521;-118078181.71113324;73290372.09860595;-4759022.191640521;-4759022.191640521;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-20261236.235796604;-20261236.235796604;-20261236.235796604;0.0;0.0;0.0;-6154247.233086699;-6154247.233086699;-6154247.233086699;-14106989.002709903;-14106989.002709903;-14106989.002709903;0.0;0.0;0.0;-25020258.427437127;-11370353.427437127
